Timestamp,Color Name,Confidence Score
2025-03-17 12:45:24,Scarlet (Crayola),0.85
2025-03-17 12:45:24,Scarlet (Crayola),0.83
2025-03-17 12:45:24,Scarlet (Crayola),0.83
2025-03-17 12:45:24,Scarlet (Crayola),0.83
2025-03-17 12:45:24,Ruddy,0.81
2025-03-17 12:45:24,Scarlet (Crayola),0.84
2025-03-17 12:45:24,Ruddy,0.82
2025-03-17 12:45:24,Ruddy,0.82
2025-03-17 12:45:24,Ruddy,0.83
2025-03-17 12:45:24,Ruddy,0.83
2025-03-17 12:45:24,Ruddy,0.83
2025-03-17 12:45:24,Ruddy,0.81
2025-03-17 12:45:24,Ruddy,0.85
2025-03-17 12:45:24,Red (Ryb),0.83
2025-03-17 12:45:24,Ruddy,0.82
2025-03-17 12:45:24,Ruddy,0.82
2025-03-17 12:45:24,Ruddy,0.83
2025-03-17 12:45:24,Ruddy,0.82
2025-03-17 12:45:25,Red (Ryb),0.83
2025-03-17 12:45:25,Red (Ryb),0.82
2025-03-17 12:45:25,Red (Ryb),0.83
2025-03-17 12:45:25,Ruddy,0.82
2025-03-17 12:45:25,Red (Ryb),0.83
2025-03-17 12:45:25,Ruddy,0.81
2025-03-17 12:45:25,Candy Apple Red,0.86
2025-03-17 12:45:25,Red (Ryb),0.81
2025-03-17 12:45:25,Candy Apple Red,0.86
2025-03-17 12:45:25,Candy Apple Red,0.83
2025-03-17 12:45:25,Red (Ryb),0.84
2025-03-17 12:45:25,Red (Ryb),0.83
2025-03-17 12:45:25,Red (Ryb),0.82
2025-03-17 12:45:25,Candy Apple Red,0.84
2025-03-17 12:45:25,Ruddy,0.82
2025-03-17 12:45:25,Ruddy,0.82
2025-03-17 12:45:25,Ruddy,0.82
2025-03-17 12:45:25,Ruddy,0.82
2025-03-17 12:45:25,Ruddy,0.81
2025-03-17 12:45:25,Red (Ryb),0.83
2025-03-17 12:45:25,Ruddy,0.82
2025-03-17 12:45:25,Ruddy,0.81
2025-03-17 12:45:25,Ruddy,0.83
2025-03-17 12:45:25,Ruddy,0.82
2025-03-17 12:45:25,Ruddy,0.83
2025-03-17 12:45:25,Ruddy,0.82
2025-03-17 12:45:25,Ruddy,0.81
2025-03-17 12:45:25,Ruddy,0.82
2025-03-17 12:45:25,Red (Ryb),0.82
2025-03-17 12:45:25,Candy Apple Red,0.83
2025-03-17 12:45:26,Candy Apple Red,0.82
2025-03-17 12:45:26,Candy Apple Red,0.83
2025-03-17 12:45:26,Red (Ryb),0.82
2025-03-17 12:45:26,Candy Apple Red,0.82
2025-03-17 12:45:26,Red (Ryb),0.82
2025-03-17 12:45:26,Candy Apple Red,0.84
2025-03-17 12:45:26,Candy Apple Red,0.84
2025-03-17 12:45:26,Ruddy,0.83
2025-03-17 12:45:26,Ruddy,0.83
2025-03-17 12:45:26,Scarlet (Crayola),0.83
2025-03-17 12:45:26,Ruddy,0.83
2025-03-17 12:45:26,Ruddy,0.84
2025-03-17 12:45:26,Ruddy,0.83
2025-03-17 12:45:26,Ruddy,0.82
2025-03-17 12:45:26,Ruddy,0.82
2025-03-17 12:45:26,Ruddy,0.84
2025-03-17 12:45:26,Ruddy,0.84
2025-03-17 12:45:26,Ruddy,0.84
2025-03-17 12:45:26,Ruddy,0.85
2025-03-17 12:45:26,Ruddy,0.82
2025-03-17 12:45:26,Ruddy,0.83
2025-03-17 12:45:26,Ruddy,0.84
2025-03-17 12:45:26,Ruddy,0.83
2025-03-17 12:45:26,Scarlet (Crayola),0.86
2025-03-17 12:45:26,Ruddy,0.82
2025-03-17 12:45:26,Ruddy,0.82
2025-03-17 12:45:26,Ruddy,0.82
2025-03-17 12:45:26,Ruddy,0.82
2025-03-17 12:45:26,Scarlet (Crayola),0.85
2025-03-17 12:45:26,Ruddy,0.84
2025-03-17 12:45:27,Red (Ryb),0.82
2025-03-17 12:45:27,Ruddy,0.84
2025-03-17 12:45:27,Ruddy,0.82
2025-03-17 12:45:27,Ruddy,0.83
2025-03-17 12:45:27,Candy Apple Red,0.82
2025-03-17 12:45:27,Ruddy,0.83
2025-03-17 12:45:27,Ruddy,0.82
2025-03-17 12:45:27,Candy Apple Red,0.83
2025-03-17 12:45:27,Ruddy,0.84
2025-03-17 12:45:27,Ruddy,0.83
2025-03-17 12:45:27,Red (Ryb),0.81
2025-03-17 12:45:27,Ruddy,0.82
2025-03-17 12:45:27,Candy Apple Red,0.83
2025-03-17 12:45:27,Ruddy,0.81
2025-03-17 12:45:27,Candy Apple Red,0.84
2025-03-17 12:45:27,Candy Apple Red,0.81
2025-03-17 12:45:27,Candy Apple Red,0.85
2025-03-17 12:45:27,Candy Apple Red,0.85
2025-03-17 12:45:27,Candy Apple Red,0.85
2025-03-17 12:45:27,Ruddy,0.82
2025-03-17 12:45:27,Candy Apple Red,0.82
2025-03-17 12:45:27,Ruddy,0.84
2025-03-17 12:45:27,Scarlet (Crayola),0.86
2025-03-17 12:45:27,Scarlet (Crayola),0.86
2025-03-17 12:45:27,Scarlet (Crayola),0.90
2025-03-17 12:45:27,Scarlet (Crayola),0.88
2025-03-17 12:45:27,Scarlet (Crayola),0.90
2025-03-17 12:45:27,Scarlet (Crayola),0.87
2025-03-17 12:45:27,Scarlet (Crayola),0.88
2025-03-17 12:45:27,Scarlet (Crayola),0.86
2025-03-17 12:45:28,Ruddy,0.85
2025-03-17 12:45:28,Ruddy,0.82
2025-03-17 12:45:28,Ruddy,0.82
2025-03-17 12:45:28,Candy Apple Red,0.82
2025-03-17 12:45:28,Ruddy,0.84
2025-03-17 12:45:28,Candy Apple Red,0.82
2025-03-17 12:45:28,Ruddy,0.82
2025-03-17 12:45:28,Candy Apple Red,0.84
2025-03-17 12:45:28,Candy Apple Red,0.86
2025-03-17 12:45:28,Ruddy,0.82
2025-03-17 12:45:28,Red (Ryb),0.83
2025-03-17 12:45:28,Red (Ryb),0.83
2025-03-17 12:45:28,Red (Ryb),0.83
2025-03-17 12:45:28,Candy Apple Red,0.83
2025-03-17 12:45:28,Ruddy,0.81
2025-03-17 12:45:28,Ruddy,0.82
2025-03-17 12:45:28,Ruddy,0.85
2025-03-17 12:45:28,Candy Apple Red,0.85
2025-03-17 12:45:28,Candy Apple Red,0.83
2025-03-17 12:45:28,Ruddy,0.85
2025-03-17 12:45:28,Candy Apple Red,0.83
2025-03-17 12:45:28,Ruddy,0.85
2025-03-17 12:45:28,Ruddy,0.86
2025-03-17 12:45:28,Ruddy,0.86
2025-03-17 12:45:28,Ruddy,0.84
2025-03-17 12:45:28,Ruddy,0.84
2025-03-17 12:45:28,Red,0.85
2025-03-17 12:45:28,Red,0.86
2025-03-17 12:45:28,Red,0.86
2025-03-17 12:45:28,Ku Crimson,0.84
2025-03-17 12:45:29,Red,0.86
2025-03-17 12:45:29,Red,0.87
2025-03-17 12:45:29,Red,0.88
2025-03-17 12:45:29,Red,0.89
2025-03-17 12:45:29,Red,0.89
2025-03-17 12:45:29,Red,0.88
2025-03-17 12:45:29,Red,0.88
2025-03-17 12:45:29,Ku Crimson,0.88
2025-03-17 12:45:29,Ku Crimson,0.86
2025-03-17 12:45:29,Ku Crimson,0.89
2025-03-17 12:45:29,Red,0.87
2025-03-17 12:45:29,Ku Crimson,0.91
2025-03-17 12:45:29,Ku Crimson,0.94
2025-03-17 12:45:29,Ku Crimson,0.91
2025-03-17 12:45:29,Ku Crimson,0.91
2025-03-17 12:45:29,Ku Crimson,0.90
2025-03-17 12:45:29,Ku Crimson,0.91
2025-03-17 12:45:29,Ku Crimson,0.89
2025-03-17 12:45:29,Ku Crimson,0.90
2025-03-17 12:45:29,Ku Crimson,0.89
2025-03-17 12:45:29,Ku Crimson,0.88
2025-03-17 12:45:29,Red,0.87
2025-03-17 12:45:29,Ku Crimson,0.89
2025-03-17 12:45:29,Red,0.89
2025-03-17 12:45:29,Ku Crimson,0.87
2025-03-17 12:45:29,Ku Crimson,0.87
2025-03-17 12:45:29,Candy Apple Red,0.86
2025-03-17 12:45:29,Ku Crimson,0.87
2025-03-17 12:45:29,Ku Crimson,0.86
2025-03-17 12:45:29,Red,0.87
2025-03-17 12:45:29,Ku Crimson,0.88
2025-03-17 12:45:30,Ku Crimson,0.92
2025-03-17 12:45:30,Ku Crimson,0.89
2025-03-17 12:45:30,Ku Crimson,0.90
2025-03-17 12:45:30,Ku Crimson,0.90
2025-03-17 12:45:30,Ku Crimson,0.90
2025-03-17 12:45:30,Ku Crimson,0.90
2025-03-17 12:45:30,Ku Crimson,0.87
2025-03-17 12:45:30,Candy Apple Red,0.86
2025-03-17 12:45:30,Candy Apple Red,0.86
2025-03-17 12:45:30,Red,0.85
2025-03-17 12:45:30,Red,0.90
2025-03-17 12:45:30,Candy Apple Red,0.86
2025-03-17 12:45:30,Red,0.87
2025-03-17 12:45:30,Candy Apple Red,0.89
2025-03-17 12:45:30,Candy Apple Red,0.86
2025-03-17 12:45:30,Candy Apple Red,0.86
2025-03-17 12:45:30,Candy Apple Red,0.87
2025-03-17 12:45:30,Candy Apple Red,0.83
2025-03-17 12:45:30,Candy Apple Red,0.86
2025-03-17 12:45:30,Candy Apple Red,0.84
2025-03-17 12:45:30,Red (Ryb),0.82
2025-03-17 12:45:30,Ruddy,0.83
2025-03-17 12:45:30,Ruddy,0.81
2025-03-17 12:45:30,Ruddy,0.82
2025-03-17 12:45:30,Candy Apple Red,0.83
2025-03-17 12:45:30,Ruddy,0.82
2025-03-17 12:45:30,Ruddy,0.82
2025-03-17 12:45:30,Ruddy,0.82
2025-03-17 12:45:30,Red (Ryb),0.83
2025-03-17 12:45:31,Ruddy,0.83
2025-03-17 12:45:31,Candy Apple Red,0.82
2025-03-17 12:45:31,Candy Apple Red,0.81
2025-03-17 12:45:31,Candy Apple Red,0.83
2025-03-17 12:45:31,Ruddy,0.82
2025-03-17 12:45:31,Red (Ryb),0.82
2025-03-17 12:45:31,Red (Ryb),0.83
2025-03-17 12:45:31,Ruddy,0.82
2025-03-17 12:45:31,Candy Apple Red,0.82
2025-03-17 12:45:31,Candy Apple Red,0.85
2025-03-17 12:45:31,Candy Apple Red,0.84
2025-03-17 12:45:31,Candy Apple Red,0.85
2025-03-17 12:45:31,Red (Ryb),0.83
2025-03-17 12:45:31,Red (Ryb),0.82
2025-03-17 12:45:31,Red (Ryb),0.84
2025-03-17 12:45:31,Red (Ryb),0.83
2025-03-17 12:45:31,Candy Apple Red,0.82
2025-03-17 12:45:31,Ruddy,0.82
2025-03-17 12:45:31,Ruddy,0.82
2025-03-17 12:45:31,Red (Ryb),0.83
2025-03-17 12:45:31,Ruddy,0.85
2025-03-17 12:45:31,Ruddy,0.83
2025-03-17 12:45:31,Ruddy,0.82
2025-03-17 12:45:31,Ruddy,0.85
2025-03-17 12:45:31,Ruddy,0.84
