Timestamp,R,G,B,Detected Color
2025-03-17 12:48:24,52,35,62,Onyx
2025-03-17 12:48:24,50,36,60,Onyx
2025-03-17 12:48:25,48,40,58,Onyx
2025-03-17 12:48:25,47,41,58,Onyx
2025-03-17 12:48:25,56,37,66,Onyx
2025-03-17 12:48:25,57,39,61,Onyx
2025-03-17 12:48:25,56,42,61,Onyx
2025-03-17 12:48:25,51,37,63,Onyx
2025-03-17 12:48:25,44,38,62,Onyx
2025-03-17 12:48:25,56,38,54,Onyx
2025-03-17 12:48:25,63,34,57,Onyx
2025-03-17 12:48:25,64,37,59,Onyx
2025-03-17 12:48:25,83,45,65,Wine Dregs
2025-03-17 12:48:25,140,101,101,Raspberry Glace
2025-03-17 12:48:25,165,117,100,Blast-Off Bronze
2025-03-17 12:48:25,165,112,97,Blast-Off Bronze
2025-03-17 12:48:25,165,114,96,Blast-Off Bronze
2025-03-17 12:48:25,168,112,100,Blast-Off Bronze
2025-03-17 12:48:25,172,128,111,Beaver
2025-03-17 12:48:25,184,134,127,Old Rose
2025-03-17 12:48:25,183,136,127,Old Rose
2025-03-17 12:48:25,181,122,119,Turkish Rose
2025-03-17 12:48:25,158,103,107,Copper Rose
2025-03-17 12:48:25,162,136,170,Rose Quartz
2025-03-17 12:48:25,255,210,244,Pink Lace
2025-03-17 12:48:25,255,107,117,Brink Pink
2025-03-17 12:48:25,255,124,124,Coral Pink
2025-03-17 12:48:25,255,102,98,Pastel Red
2025-03-17 12:48:25,255,61,70,Coral Red
2025-03-17 12:48:25,255,25,64,Tractor Red
2025-03-17 12:48:25,154,116,107,Blast-Off Bronze
2025-03-17 12:48:25,170,130,118,Beaver
2025-03-17 12:48:26,171,131,115,Beaver
2025-03-17 12:48:26,166,131,118,Beaver
2025-03-17 12:48:26,169,136,125,Cinereous
2025-03-17 12:48:26,173,135,125,Light Taupe
2025-03-17 12:48:26,167,138,126,Cinereous
2025-03-17 12:48:26,174,139,129,Grullo
2025-03-17 12:48:26,179,139,130,Rosy Brown
2025-03-17 12:48:26,180,142,132,Rosy Brown
2025-03-17 12:48:26,180,142,130,Rosy Brown
2025-03-17 12:48:26,184,144,130,Rosy Brown
2025-03-17 12:48:26,182,147,130,Grullo
2025-03-17 12:48:26,190,148,135,Rosy Brown
2025-03-17 12:48:26,188,149,133,Rosy Brown
2025-03-17 12:48:26,192,152,136,Rosy Brown
2025-03-17 12:48:26,194,151,140,Rosy Brown
2025-03-17 12:48:26,198,153,147,Rosy Brown
2025-03-17 12:48:26,204,154,145,Rosy Brown
2025-03-17 12:48:26,204,157,147,Rosy Brown
2025-03-17 12:48:26,204,158,143,Khaki (Html/Css) (Khaki)
2025-03-17 12:48:26,205,158,149,Khaki (Html/Css) (Khaki)
2025-03-17 12:48:26,215,164,150,Pastel Pink
2025-03-17 12:48:26,215,166,159,Pastel Pink
2025-03-17 12:48:26,221,169,162,Pastel Pink
2025-03-17 12:48:26,218,167,156,Pastel Pink
2025-03-17 12:48:26,215,168,158,Pastel Pink
2025-03-17 12:48:26,216,169,161,Pastel Pink
2025-03-17 12:48:26,216,169,157,Pastel Pink
2025-03-17 12:48:26,214,170,153,Pastel Pink
2025-03-17 12:48:26,215,168,158,Pastel Pink
2025-03-17 12:48:26,216,164,158,Pastel Pink
2025-03-17 12:48:27,209,162,152,Pastel Pink
2025-03-17 12:48:27,211,160,149,Pastel Pink
2025-03-17 12:48:27,208,161,147,Tumbleweed
2025-03-17 12:48:27,208,159,148,Tumbleweed
2025-03-17 12:48:27,208,160,153,Pastel Pink
2025-03-17 12:48:27,211,160,149,Pastel Pink
2025-03-17 12:48:27,209,165,152,Pastel Pink
2025-03-17 12:48:27,211,166,156,Pastel Pink
2025-03-17 12:48:27,213,168,156,Pastel Pink
2025-03-17 12:48:27,219,168,159,Pastel Pink
2025-03-17 12:48:27,224,172,166,Pastel Pink
2025-03-17 12:48:27,230,173,168,Pale Chestnut
2025-03-17 12:48:27,223,176,168,Pale Chestnut
2025-03-17 12:48:27,223,176,168,Pale Chestnut
2025-03-17 12:48:27,208,157,141,Tumbleweed
2025-03-17 12:48:27,70,16,33,Dark Sienna
2025-03-17 12:48:27,105,0,0,Rosewood
2025-03-17 12:48:27,254,10,5,Candy Apple Red
2025-03-17 12:48:27,255,33,23,Blue (Ryb)
2025-03-17 12:48:27,255,60,50,Coral Red
2025-03-17 12:48:27,255,81,42,Coral Red
2025-03-17 12:48:27,255,95,41,Pumpkin
2025-03-17 12:48:27,255,60,36,Deep Carmine Pink
2025-03-17 12:48:27,134,3,0,Dark Red
2025-03-17 12:48:27,89,22,33,Caput Mortuum
2025-03-17 12:48:27,155,117,106,Blast-Off Bronze
2025-03-17 12:48:27,224,169,154,Pastel Pink
2025-03-17 12:48:27,218,167,158,Pastel Pink
2025-03-17 12:48:27,216,164,156,Pastel Pink
2025-03-17 12:48:27,217,163,154,Pastel Pink
2025-03-17 12:48:28,218,162,152,Pastel Pink
2025-03-17 12:48:28,216,164,156,Pastel Pink
2025-03-17 12:48:28,216,164,156,Pastel Pink
2025-03-17 12:48:28,224,165,154,Pastel Pink
2025-03-17 12:48:28,228,165,159,Pastel Pink
2025-03-17 12:48:28,225,167,153,Pastel Pink
2025-03-17 12:48:28,226,168,156,Pastel Pink
2025-03-17 12:48:28,228,166,155,Pastel Pink
2025-03-17 12:48:28,96,30,32,Caput Mortuum
2025-03-17 12:48:28,79,19,28,Dark Scarlet
2025-03-17 12:48:28,202,141,137,Rosy Brown
2025-03-17 12:48:28,235,165,160,Pastel Pink
2025-03-17 12:48:28,231,168,157,Pastel Pink
2025-03-17 12:48:28,231,168,157,Pastel Pink
2025-03-17 12:48:28,238,168,162,Pastel Pink
2025-03-17 12:48:28,225,169,166,Pastel Pink
2025-03-17 12:48:28,221,167,159,Pastel Pink
2025-03-17 12:48:28,222,165,160,Pastel Pink
2025-03-17 12:48:28,211,166,156,Pastel Pink
2025-03-17 12:48:28,215,163,159,Pastel Pink
2025-03-17 12:48:28,214,162,153,Pastel Pink
2025-03-17 12:48:28,214,162,155,Pastel Pink
2025-03-17 12:48:28,211,160,149,Pastel Pink
2025-03-17 12:48:28,205,158,151,Khaki (Html/Css) (Khaki)
2025-03-17 12:48:28,205,158,151,Khaki (Html/Css) (Khaki)
2025-03-17 12:48:28,205,154,147,Rosy Brown
2025-03-17 12:48:28,204,157,147,Rosy Brown
2025-03-17 12:48:28,82,55,56,Taupe
2025-03-17 12:48:28,20,3,7,Licorice
